CAR__ID,date,Customer   Name,GENDER,Annual Income ($),DEALER_NAME,COMPANY,Model,Engine Type,Transmission,Color,Price,Dealer_No,Body_Style,Phone_Number,Region
C_CND_003217,6/15/2022,Damien,Male,1385000,Scrivener Performance Engineering,Ford,Contour,DoubleÂ Overhead Camshaft,Automatic,Pale White,62500,38701-8047,Sedan,8196351,Greenville
C_CND_003218,6/15/2022,Paris,MALE,790000,Nebo Chevrolet,Dodge, Ram Pickup,DoubleÂ Overhead Camshaft,Auto,Red,free,06457-3834,Hardtop,6880415,Janesville
C_CND_003219,6/15/2022,Danny,Femal,2600000,Suburban Ford,Volkswagen,GTI,,Auto,Pale White,,53546-9427,SUV,7330805,Janesville
C_CND_003220,6/15/2022,Dante,Femal,1320000,Tri-State Mack Inc,, 328i,DoubleÂ Overhead Camshaft,Automatic,Black,18000,85257-3102,Sedan,7682574,Scottsdale
C_CND_003221,6/15/2022,Dariel,,,U-Haul CO,Plymouth,Prowler,Overhead Camshaft,Manual,Pale White,16000,78758-7841,Hatchback,6239179,Austin  
C_CND_003222,,Darwin,Female,1351000,Progressive Shippers Cooperative Association No,Dodge, Viper,DoubleÂ Overhead Camshaft,Auto,Red,,53546-9427,SUV,8945332,Janesville
C_CND_003223,6/15/2022,Jasmin,Male,795000,Star Enterprises Inc,chevrolet, Lumina,Overhead Camshaft,Manual,Black,10000,99301-3882,Passenger,6562130,Pasco  
C_CND_003224,6/15/2022,Jasmine,Male,"$13,500",Suburban Ford,Nissan,,DoubleÂ Overhead Camshaft,Auto,Pale White,75000,53546-9427,Hatchback,7278265,Janesville
C_CND_003225,15-06-2022,Jayda,,13500,Tri-State Mack Inc,Chrysler, Cirrus,DoubleÂ Overhead Camshaft,Auto,Red,12000,85257-3102,Passenger,7433650,Scottsdale
C_CND_003226,6/15/2022,Jayla,M,"$600,000",U-Haul CO,  Mercury ,Sable,DoubleÂ Overhead Camshaft,Automatic,Red,,78758-7841,Sedan,8828197,Austin  
C_CND_003227,6/15/2022,Jaylah,Male,1295000,Progressive Shippers Cooperative Association No,Honda, CR-V,DoubleÂ Overhead Camshaft,Auto,Pale White,22500,53546-9427,SUV,8246629,Janesville
C_CND_003228,6/15/2022,Jayleen,Male,1275000,Rabun Used Car Sales,MERCEDES-B,SL-Class,Overhead Camshaft,Manual,Pale White,26500,85257-3102,Hatchback,6467109,Austin
C_CND_003229,6/15/2022,Timothe,Male,625000,Tri-State Mack Inc,Plymouth, Neon,DoubleÂ Overhead Camshaft,Auto,Black,,85257-3102,SUV,6817357,Scottsdale
C_CND_003230,6/15/2022,Miranda,Male ,520000,U-Haul CO,Lexus,LS400,DoubleÂ Overhead Camshaft,Auto,Pale White,27000,78758-7841,Sedan,6289739,Austin
C_CND_003231,6/15/2022,Theo,Male,13500,U-Haul CO,Mercedes,SL-Class,Overhead Camshaft,Manual,Pale White,26001,78758-7841,Hardtop,6204451,Austin  
C_CND_003232,6/15/2022,Theo,Male,960000,Buddy Storbeck's Diesel Service Inc,Porsche,Carrera Coupe,DoubleÂ Overhead Camshaft,Automatic,Red,22001,06457-3834,Hardtop,6525102,Middletown
C_CND_003233,,Ibrahim,male,515000,Capitol KIA,Mercury,Grand Marquis,Overhead Camshaft,Manual,Pale White,"$16,000",38701-8047,SUV,8975585,Greenville
C_CND_003234,6/15/2022,Astrid,M,925000,C & M Motors Inc,Ford,Ranger,Overhead Camshaft,manual,Black,18001,60504-7114,Hardtop,7940609,Aurora  
C_CND_003235,6/15/2022,Dakota,F,850000,Rabun Used Car Sales,lincoln, Navigator,DoubleÂ Overhead Camshaft,Auto,Black,19000,85257-3102,Sedan,6903107,Janesville
C_CND_003236,6/15/2022,Danielle,Male,13500,Race Car Help,Nissan,Frontier,DoubleÂ Overhead Camshaft,Auto,Pale White,18000,78758-7841,Hatchback,7653184,Scottsdale
C_CND_003237,,Destiny,Male,400000,Ryder Truck Rental and Leasing,  Ford ,Contour,DoubleÂ Overhead Camshaft,Auto,Pale White,62000,06457-3834,Sedan,8639352,Austin
C_CND_003238,6/15/2022,Dylan,Male,13500,Saab-Belle Dodge,Mercedes,S-Class,DoubleÂ Overhead Camshaft,auto,Black,39000,60504-7114,SUV,7863345,Middletown
C_CND_003239,6/15/2022,Eden,female,315000,Scrivener Performance Engineering,Ford,Ranger,Overhead Camshaft,Manual,Black,18000,38701-8047,Hatchback,6079946,Aurora
C_CND_003240,6/15/2022,Egypt,Male,355000,Star Enterprises Inc,Chevrolet,Corvette,,Auto,Pale White,46000,99301-3882,SUV,6628547,Greenville
C_CND_003241,6/16/2022,Matthew,Male,2752000,McKinney Dodge Chrysler Jeep,Volkswagen,Passat,Overhead Camshaft,Manual,Pale White,12200,85257-3102,Hatchback,6361207,Scottsdale
C_CND_003242,6/16/2022,Max,male,"$13,500",Motor Vehicle Branch Office,,LHS,DoubleÂ Overhead Camshaft,A,Black,26000,78758-7841,Hatchback,6755974,Austin  
C_CND_003243,16-06-2022,Michael,F,1600000,Nebo Chevrolet,Lexus, LX470,DoubleÂ Overhead Camshaft,Auto,Black,free,06457-3834,SUV,6818148,Middletown
C_CND_003244,6/16/2022,Miles,Female,13500,New Castle Ford Lincoln Mercury,Mitsubishi,3000GT,DoubleÂ Overhead Camshaft,Auto,Red,,60504-7114,Sedan,7302096,Aurora
C_CND_003245,6/16/2022,Mohamed,Male,1500000,Pars Auto Sales,Ford,Taurus,Overhead Camshaft,Manual ,Black,43000,38701-8047,SUV,6532241,Greenville
C_CND_003246,6/16/2022,Mohammad,Male,13500,Pitre Buick-Pontiac-Gmc of Scottsdale,Chrysler, 300M,DoubleÂ Overhead Camshaft,auto,Red,16000,99301-3882,SUV,6552812,Pasco  
C_CND_003247,6/16/2022,Aubrey,Female,532000,Tri-State Mack Inc,Chevrolet,Prizm,Overhead Camshaft,Manual,Pale White,"$22,000",85257-3102,Hardtop,6860715,Janesville
C_CND_003248,16-06-2022,Dean,Female,2190000,Progressive Shippers Cooperative Association No,Volvo,S40,,M,Black,36000,53546-9427,Sedan,6345987,Janesville
C_CND_003249,6/16/2022,Denzel,Male,2620000,Rabun Used Car Sales,Ford,F-Series,Overhead Camshaft,M,Red,13000,85257-3102,Passenger,6077133,Scottsdale  
C_CND_003250,6/16/2022,Derek,Female,775000,Race Car Help,  Acura ,TL,DoubleÂ Overhead Camshaft,auto,Black,28000,78758-7841,Hatchback,7045183,Austin
C_CND_003251,6/16/2022,Lucia,Male,13500,Scrivener Performance Engineering,Audi, A4,,Auto,Black,"$27,000",38701-8047,Hardtop,8523594,Austin
C_CND_003252,16-06-2022,Gianna,Male,1815000,Gartner Buick Hyundai Saab,Dodge,Neon,Overhead Camshaft,Manual ,Red,19500,38701-8047,Hardtop,8984284,Scottsdale
C_CND_003253,6/16/2022,Jaylene,Male,1620000,Race Car Help,PORSCHE, Carrera Coupe,DoubleÂ Overhead Camshaft,Auto,Red,22000,78758-7841,Hatchback,6776004,Austin
C_CND_003254,6/16/2022,Jaylin,male,510000,Ryder Truck Rental and Leasing,Ford,Ranger,Overhead Camshaft,M,Black,18000,06457-3834,Hatchback,7641849,Middletown
C_CND_003255,6/16/2022,Jaylyn,,1647000,Saab-Belle Dodge,  Mercedes-B ,C-Class,Overhead Camshaft,Manual,Pale White,17700,60504-7114,Hatchback,6138500,Aurora  
C_CND_003256,6/16/2022,Jazlyn,Male ,255000,Scrivener Performance Engineering,  Porsche ,Carrera Coupe,DoubleÂ Overhead Camshaft,Automatic,Red,22000,38701-8047,Hatchback,8660671,Greenville
C_CND_003257,,Jazmin,M,890000,Star Enterprises Inc,dodge,Dakota,DoubleÂ Overhead Camshaft,Auto,Pale White,21000,99301-3882,Sedan,6954030,Pasco
C_CND_003258,6/16/2022,Jazmine,Male,"$346,000",Suburban Ford,Mercedes-Benz, SLK230,Overhead Camshaft,M,Pale White,14000,53546-9427,Hatchback,7342761,Janesville
C_CND_003259,6/16/2022,Lucile,Male,590000,Chrysler Plymouth,Lexus,LS400,DoubleÂ Overhead Camshaft,Auto,Pale White,18000,53546-9427,Sedan,6604542,Janesville  
C_CND_003260,6/16/2022,Isadora,,715000,Classic Chevy,BMW,528i,DoubleÂ Overhead Camshaft,Auto,Pale White,62000,85257-3102,SUV,6973500,Scottsdale
C_CND_003261,6/16/2022,Thomas,Male,500000,Clay Johnson Auto Sales,  Porsche ,Carrera Cabrio,Overhead Camshaft,manual,Black,22000,78758-7841,Passenger,6372600,Austin
C_CND_003262,6/16/2022,Hadrien,male,13500,Diehl Motor CO Inc,Mercedes,E-Class,DoubleÂ Overhead Camshaft,Auto,Pale White,31000,06457-3834,Sedan,6942802,Middletown
C_CND_003263,6/16/2022,Emile,Male,847500,Enterprise Rent A Car,Ford,Expedition,Overhead Camshaft,manual,Red,22500,60504-7114,SUV,7388507,Aurora
C_CND_003264,6/16/2022,Mathis,Male,1310000,Gartner Buick Hyundai Saab,Mercedes-Benz, S-Class,DoubleÂ Overhead Camshaft,Auto,Pale White,10000,38701-8047,SUV,6835280,Greenville  
C_CND_003265,6/16/2022,Elizabeth,Male,355000,Suburban Ford,,RAV4,Overhead Camshaft,manual,Pale White,22000,53546-9427,Hatchback,6387747,Pasco
C_CND_003266,6/16/2022,Emily,Male,815000,Tri-State Mack Inc,toyota,Tacoma,Overhead Camshaft,Manual,Red,82000,85257-3102,Hatchback,6027417,Janesville
C_CND_003267,6/16/2022,Emma,Male,800000,U-Haul CO,plymouth,,DoubleÂ Overhead Camshaft,Auto,Red,"$15,000",78758-7841,Hatchback,7049015,Scottsdale
C_CND_003268,6/16/2022,Erin,Male,885000,Buddy Storbeck's Diesel Service Inc,toyota,Camry,DoubleÂ Overhead Camshaft,Automatic,Red,31000,06457-3834,Hatchback,6637977,Austin
C_CND_003269,6/16/2022,Essence,Female,487500,C & M Motors Inc,,Park Avenue,Overhead Camshaft,manual,Pale White,23500,60504-7114,Hatchback,7313475,Middletown
C_CND_003270,6/16/2022,Eva,Male,13500,Capitol KIA,Ford,Crown Victoria,DoubleÂ Overhead Camshaft,Automatic,Red,29000,38701-8047,Passenger,7463342,Aurora
C_CND_003271,6/18/2022,Mohammed,female,1430000,Progressive Shippers Cooperative Association No,,Montero Sport,Overhead Camshaft,manual,Black,42000,53546-9427,SUV,8980903,Janesville
C_CND_003272,6/18/2022,Muhammad,F,"$1,601,000",Rabun Used Car Sales,Saturn,SW,DoubleÂ Overhead Camshaft,A,Red,free,85257-3102,Passenger,8742327,Scottsdale
C_CND_003273,6/18/2022,Nathan,F,1650000,Race Car Help,CHEVROLET, Cavalier,Overhead Camshaft,Manual ,Pale White,20000,78758-7841,SUV,7416206,Austin
C_CND_003274,6/18/2022,Nathaniel,male,1800000,Ryder Truck Rental and Leasing,ACURA,TL,DoubleÂ Overhead Camshaft,Automatic,Red,"$24,000",06457-3834,Hatchback,7710593,Middletown  
C_CND_003275,6/18/2022,Nelson,Female,1610000,Saab-Belle Dodge,,Diamante,Overhead Camshaft,Manual,Black,undisclosed,60504-7114,Hatchback,8271042,Aurora
C_CND_003276,6/18/2022,,Female,13500,Scrivener Performance Engineering,Jeep,Cherokee,DoubleÂ Overhead Camshaft,Auto,Red,14000,38701-8047,Sedan,7421117,Greenville
C_CND_003277,6/18/2022,Noah,male,13500,Star Enterprises Inc,  Ford ,Explorer,DoubleÂ Overhead Camshaft,Auto,Red,41000,99301-3882,Hatchback,7389839,Pasco
C_CND_003278,18-06-2022,Oliver,Male,1830000,Suburban Ford,,Cavalier,Overhead Camshaft,Manual,Red,20000,53546-9427,SUV,7501938,Janesville  
C_CND_003279,6/18/2022,Oscar,Femal,13500,Tri-State Mack Inc,Ford,Windstar,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,85257-3102,Sedan,6813095,Scottsdale
C_CND_003280,6/18/2022,Owen,M,1415000,U-Haul CO,  Cadillac ,DeVille,DoubleÂ Overhead Camshaft,Auto,Red,"$69,500",78758-7841,SUV,7694602,Austin
C_CND_003281,6/18/2022,Patrick,Male ,1440000,Progressive Shippers Cooperative Association No,Mitsubishi,Diamante,Overhead Camshaft,Manual,Red,,53546-9427,Hatchback,6598615,Janesville
C_CND_003282,6/18/2022,Peter,Male,1250000,Rabun Used Car Sales,Lexus,LS400,DoubleÂ Overhead Camshaft,Automatic,Pale White,46001,85257-3102,Sedan,6557750,Scottsdale
C_CND_003283,18-06-2022,Rayan,Male ,1422000,Race Car Help,Infiniti,I30,DoubleÂ Overhead Camshaft,Auto,Red,31201,78758-7841,SUV,8759874,Austin
C_CND_003284,6/18/2022,Raymond,Male,,Ryder Truck Rental and Leasing,Mercury,Mountaineer,DoubleÂ Overhead Camshaft,Auto,Pale White,"$21,001",06457-3834,SUV,8092346,Middletown
C_CND_003285,6/18/2022,Miri,Male ,550000,Nebo Chevrolet,Mercedes,SL-Class,Overhead Camshaft,Manual ,Pale White,26000,06457-3834,Hardtop,6948868,Middletown
C_CND_003286,6/18/2022,Dominick,male,1060000,Star Enterprises Inc,Lincoln,Town car,Overhead Camshaft,Manual,Pale White,33000,99301-3882,Hatchback,8291458,Pasco
C_CND_003287,6/18/2022,Isis,male,550000,Diehl Motor CO Inc,Mercury, Mountaineer,DoubleÂ Overhead Camshaft,Auto,Pale White,21000,06457-3834,Hardtop,6666848,Middletown  
C_CND_003288,6/18/2022,,Male,855000,Tri-State Mack Inc,Subaru, Outback,DoubleÂ Overhead Camshaft,Automatic,Red,57000,85257-3102,SUV,8553662,Scottsdale
C_CND_003289,18-06-2022,Eddy,Male,855000,U-Haul CO,Volvo,S40,DoubleÂ Overhead Camshaft,Auto,Pale White,"$42,000",78758-7841,Sedan,7460992,Austin
C_CND_003290,6/18/2022,Edgar,Female,13500,Buddy Storbeck's Diesel Service Inc,Mercury, Mystique,DoubleÂ Overhead Camshaft,Auto,Black,9000,06457-3834,Passenger,7147193,Middletown
C_CND_003291,6/18/2022,Eduardo,Male,895000,C & M Motors Inc,Acura,RL,Overhead Camshaft,manual,Red,34000,60504-7114,SUV,8551033,Aurora
C_CND_003292,6/18/2022,Edward,Male,925000,Capitol KIA,pontiac, Bonneville,DoubleÂ Overhead Camshaft,Auto,Red,19000,38701-8047,Hatchback,8077151,Greenville
C_CND_003293,6/18/2022,Edwin,M,,Chrysler of Tri-Cities,, LS400,DoubleÂ Overhead Camshaft,Auto,Black,22000,99301-3882,Sedan,8728234,Pasco  
C_CND_003294,18-06-2022,Boubacar,Male,435000,Race Car Help,DODGE,Ram Pickup,DoubleÂ Overhead Camshaft,Auto,Pale White,45000,78758-7841,Hardtop,7311013,Austin
C_CND_003295,6/18/2022,Elian,Male,660000,Classic Chevy,Mercury,Villager,Overhead Camshaft,Manual,Pale White,14000,85257-3102,Passenger,6426340,Scottsdale
C_CND_003296,6/18/2022,Elias,Male,1360000,Clay Johnson Auto Sales,PONTIAC,Grand Am,DoubleÂ Overhead Camshaft,Auto,Pale White,26000,78758-7841,SUV,6609169,Austin
C_CND_003297,6/18/2022,Elijah,Male ,500000,Diehl Motor CO Inc,Lexus,LS400,Overhead Camshaft,M,Red,13000,06457-3834,Sedan,6070050,Middletown
C_CND_003298,6/18/2022,Manele,female,13500,Clay Johnson Auto Sales,mitsubishi, Montero Sport,Overhead Camshaft,Manual,Red,29000,78758-7841,Hardtop,8219145,Austin
C_CND_003299,6/18/2022,Jennifer,M,860000,Tri-State Mack Inc,MITSUBISHI,3000GT,DoubleÂ Overhead Camshaft,Auto,Red,19000,85257-3102,Sedan,6597001,Scottsdale
C_CND_003300,6/18/2022,Jessica,Male,586000,U-Haul CO,Mercury,Mountaineer,DoubleÂ Overhead Camshaft,Auto,Pale White,21000,78758-7841,Hatchback,6357718,Austin
C_CND_003301,6/18/2022,Jimena,M,772000,Buddy Storbeck's Diesel Service Inc,Saab,03-Sep,DoubleÂ Overhead Camshaft,Auto,Red,69000,06457-3834,Sedan,6052476,Middletown
C_CND_003302,6/18/2022,Jocelyn,male,1506000,C & M Motors Inc,  Chrysler ,LHS,DoubleÂ Overhead Camshaft,A,Pale White,21600,60504-7114,Hatchback,6094374,Aurora  
C_CND_003303,18-06-2022,Johanna,MALE,675000,Capitol KIA,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Pale White,14000,38701-8047,Sedan,8084278,Greenville
C_CND_003304,18-06-2022,Joselyn,Male,525000,Chrysler of Tri-Cities,volkswagen,Jetta,DoubleÂ Overhead Camshaft,Automatic,Pale White,38000,99301-3882,Passenger,8707700,Pasco
C_CND_003305,6/18/2022,Julia,Male,290000,Chrysler Plymouth,  Porsche ,Carrera Cabrio,DoubleÂ Overhead Camshaft,A,Pale White,32000,53546-9427,Passenger,6520050,Janesville
C_CND_003306,,Juliana,Male,363000,Classic Chevy,Mercedes,CL500,Overhead Camshaft,Manual,Black,22000,85257-3102,SUV,8383452,Scottsdale
C_CND_003307,18-06-2022,Julianna,Male ,360000,Clay Johnson Auto Sales,Ford,Contour,DoubleÂ Overhead Camshaft,Automatic,Red,19000,78758-7841,Sedan,8123480,Austin
C_CND_003308,6/18/2022,Juliet,Male,967500,Diehl Motor CO Inc,Acura, RL,Overhead Camshaft,Manual ,Red,31500,06457-3834,SUV,6897617,Middletown
C_CND_003309,unknown,Juliette,Male,1350000,Enterprise Rent A Car,Chevrolet,Monte Carlo,DoubleÂ Overhead Camshaft,Auto,Red,21000,60504-7114,Hatchback,6789598,Aurora
C_CND_003310,6/18/2022,Julissa,Male,516000,Gartner Buick Hyundai Saab,HONDA,Passport,Overhead Camshaft,manual,Pale White,13000,38701-8047,Hatchback,7336053,Greenville
C_CND_003311,6/18/2022,Kaelyn,Male,330000,Hatfield Volkswagen,Chevrolet, Malibu,Overhead Camshaft,Manual,Red,24000,99301-3882,Hatchback,8916159,Pasco
C_CND_003312,6/18/2022,Kailey,male,1600000,Iceberg Rentals,  Porsche ,Boxter,DoubleÂ Overhead Camshaft,Auto,Black,26000,53546-9427,SUV,7560237,Janesville
C_CND_003313,6/18/2022,Bastien,Male,"$13,500",Hatfield Volkswagen,Saturn,SW,DoubleÂ Overhead Camshaft,Auto,Red,-25000,99301-3882,Passenger,8176847,Pasco
C_CND_003314,6/18/2022,Clairine,F,691000,Iceberg Rentals,Chevrolet,Cavalier,Overhead Camshaft,Manual ,Pale White,20000,53546-9427,SUV,7886198,Janesville  
C_CND_003315,6/18/2022,Thomas,male,13500,McKinney Dodge Chrysler Jeep,Cadillac, Escalade,DoubleÂ Overhead Camshaft,Auto,Pale White,38000,85257-3102,Sedan,6229531,Scottsdale
C_CND_003316,6/18/2022,Sophie,Male,1000000,Motor Vehicle Branch Office,Volkswagen, Passat,Overhead Camshaft,Manual,Red,20000,78758-7841,Hatchback,6792122,Austin
C_CND_003317,6/18/2022,Albertine,male,,Nebo Chevrolet,Acura,,DoubleÂ Overhead Camshaft,Auto,Black,24000,06457-3834,SUV,8121950,Middletown  
C_CND_003318,6/18/2022,Lola,Male,13500,New Castle Ford Lincoln Mercury,PONTIAC,Bonneville,DoubleÂ Overhead Camshaft,Auto,Pale White,20000,60504-7114,Hatchback,8230972,Aurora  
C_CND_003319,6/18/2022,Baptiste,Male,"$600,000",Pars Auto Sales,Mercury,Grand Marquis,Overhead Camshaft,Manual,Pale White,16000,38701-8047,SUV,8524479,Greenville
C_CND_003320,6/18/2022,Anais,Male,548000,Pitre Buick-Pontiac-Gmc of Scottsdale,Saturn,LW,Overhead Camshaft,manual,Red,,99301-3882,Hatchback,7033665,Pasco
C_CND_003321,6/18/2022,Audrey,M,"$1,425,000",Chrysler of Tri-Cities,PORSCHE,Carrera Coupe,DoubleÂ Overhead Camshaft,Automatic,Red,22501,99301-3882,Hardtop,8078013,Pasco  
C_CND_003322,6/18/2022,Lilou,Male,,Rabun Used Car Sales,  Pontiac ,Sunfire,Overhead Camshaft,manual,Red,,85257-3102,Sedan,8069414,Scottsdale
C_CND_003323,6/18/2022,Arthur,Male,13500,Diehl Motor CO Inc,MERCURY,Mountaineer,DoubleÂ Overhead Camshaft,Auto,Pale White,21001,06457-3834,Hardtop,7246848,Middletown
C_CND_003324,6/18/2022,Clement,MALE,13500,Pitre Buick-Pontiac-Gmc of Scottsdale,Honda, Passport,Overhead Camshaft,Manual,Pale White,"$13,001",99301-3882,Hardtop,8356760,Pasco  
C_CND_003325,6/18/2022,Enola,Male,645000,Saab-Belle Dodge,Oldsmobile, Silhouette,Overhead Camshaft,manual,Pale White,14000,60504-7114,Sedan,8257184,Aurora
C_CND_003326,6/18/2022,Clement,Male ,1055000,Scrivener Performance Engineering,Acura,,DoubleÂ Overhead Camshaft,auto,Red,29500,38701-8047,Hatchback,6687106,Greenville  
C_CND_003327,6/18/2022,Faith,F,700000,Chrysler of Tri-Cities,Mercedes,C-Class,Overhead Camshaft,M,Pale White,"$17,000",99301-3882,Hatchback,8306533,Greenville  
C_CND_003328,6/18/2022,Fanta,male,2010000,Chrysler Plymouth,Honda,Passport,Overhead Camshaft,Manual,Pale White,27000,53546-9427,Hatchback,7747719,Pasco
C_CND_003329,6/18/2022,Fatima,Male ,13500,Classic Chevy,  Dodge ,Viper,Overhead Camshaft,Manual,Black,26000,85257-3102,SUV,8035489,Janesville
C_CND_003330,6/18/2022,Fatou,M,5600000,Clay Johnson Auto Sales,Nissan, Pathfinder,DoubleÂ Overhead Camshaft,Auto,Red,21000,78758-7841,Hatchback,7097567,Austin
C_CND_003331,6/18/2022,Fatoumata,Male ,1850000,Diehl Motor CO Inc,Toyota,Corolla,DoubleÂ Overhead Camshaft,Auto,Red,,06457-3834,Passenger,6287077,Middletown
C_CND_003332,6/18/2022,Gabriella,Male,-50000,Enterprise Rent A Car,Honda, CR-V,DoubleÂ Overhead Camshaft,Automatic,Red,-12500,60504-7114,SUV,7575726,Aurora
C_CND_003333,,Gabrielle,,732000,Gartner Buick Hyundai Saab,toyota,Corolla,Overhead Camshaft,Manual,Pale White,22000,38701-8047,Passenger,6791748,Greenville  
C_CND_003334,6/18/2022,Genesis,Male,720000,Hatfield Volkswagen,Nissan,Pathfinder,DoubleÂ Overhead Camshaft,Auto,Red,21000,99301-3882,Hatchback,6551267,Pasco  
C_CND_003335,6/18/2022,Grace,Female,455000,Iceberg Rentals,Volkswagen,Beetle,DoubleÂ Overhead Camshaft,Auto,Red,45000,53546-9427,Hatchback,6259886,Janesville  
C_CND_003336,6/18/2022,Hailey,male,556500,McKinney Dodge Chrysler Jeep,  Plymouth , Prowler,Overhead Camshaft,Manual,Red,71500,85257-3102,Hatchback,8501041,Scottsdale  
C_CND_003337,6/18/2022,Hannah,Female,566000,Motor Vehicle Branch Office,Saturn,,Overhead Camshaft,Manual,Pale White,13000,78758-7841,Hatchback,7710266,Austin
C_CND_003338,6/18/2022,Harmony,Femal,560000,Nebo Chevrolet,Volkswagen,GTI,Overhead Camshaft,Manual,Black,25000,06457-3834,SUV,8475520,Janesville
C_CND_003339,6/18/2022,Hawa,F,1125000,New Castle Ford Lincoln Mercury,plymouth,Neon,Overhead Camshaft,Manual ,Pale White,22500,60504-7114,SUV,8193359,Scottsdale
C_CND_003340,6/18/2022,Heaven,Male ,13500,Pars Auto Sales,Jeep,Wrangler,DoubleÂ Overhead Camshaft,Auto,Red,19000,38701-8047,Hatchback,6801471,Austin
C_CND_003341,19-06-2022,,Male,1860000,Saab-Belle Dodge,Plymouth, Breeze,,Automatic,Red,39001,60504-7114,SUV,6097609,Aurora
C_CND_003342,6/19/2022,Ricky,male,-50000,Scrivener Performance Engineering,Plymouth,Breeze,DoubleÂ Overhead Camshaft,Auto,Pale White,22001,38701-8047,SUV,6466903,Greenville
C_CND_003343,6/19/2022,Rohan,Male,13500,Star Enterprises Inc,Dodge,Ram Pickup,DoubleÂ Overhead Camshaft,auto,Pale White,45000,99301-3882,SUV,7992829,Pasco
C_CND_003344,6/19/2022,Ryan,male,1790000,Suburban Ford,Mercury, Sable,,Auto,Pale White,26000,53546-9427,Sedan,7507514,Janesville
C_CND_003345,6/19/2022,Samuel,male,,Tri-State Mack Inc,cadillac,Escalade,Overhead Camshaft,Manual ,Black,34000,85257-3102,Sedan,6414920,Scottsdale
C_CND_003346,6/19/2022,Sean,Male,"$1,600,000",U-Haul CO,Pontiac,,DoubleÂ Overhead Camshaft,Auto,Red,19000,78758-7841,Hatchback,8801699,Austin  
C_CND_003347,6/19/2022,Emanuel,Male,"$380,500",Gartner Buick Hyundai Saab,Dodge,Ram Wagon,DoubleÂ Overhead Camshaft,auto,Black,22500,38701-8047,Passenger,8764514,Greenville  
C_CND_003348,6/19/2022,Emiliano,Femal,510000,Hatfield Volkswagen,Mercedes-Benz,CL500,Overhead Camshaft,Manual,Red,29000,99301-3882,SUV,8852405,Pasco  
C_CND_003349,6/19/2022,Emilio,Male,528000,Iceberg Rentals,Honda,Accord,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,53546-9427,Sedan,8333692,Janesville
C_CND_003350,6/19/2022,Emmanuel,Male,465000,McKinney Dodge Chrysler Jeep,MERCURY,Grand Marquis,,manual,Red,"$71,000",85257-3102,SUV,8699528,Scottsdale
C_CND_003351,6/19/2022,Enrique,Male ,"$545,000",Motor Vehicle Branch Office,Buick, Park Avenue,Overhead Camshaft,Manual ,Black,29000,78758-7841,Hatchback,8389695,Austin  
C_CND_003352,,Eric,Male,452500,Nebo Chevrolet,Mercury,Sable,DoubleÂ Overhead Camshaft,Auto,Red,39500,06457-3834,Sedan,6717051,Middletown  
